date,model,model_date,k_removed,n_removed_features,fraction_features_removed,removed_features,RGE_star,n_assets
2025-04-01,mlp,2025-04-01,10,10,1.0,ret_1w;vol_ratio;ret_3m;ret_6m;ret_12m;log_mktcap;ret_1m;amihud;vol_1m;vol_3m,0.5,407
2025-05-01,mlp,2025-05-01,0,0,0.0,,1.0,407
2025-05-01,mlp,2025-05-01,1,1,0.1,vol_ratio,0.886731,407
2025-05-01,mlp,2025-05-01,2,2,0.2,vol_ratio;ret_1m,0.80841,407
2025-05-01,mlp,2025-05-01,3,3,0.3,vol_ratio;ret_1m;ret_1w,0.761024,407
2025-05-01,mlp,2025-05-01,4,4,0.4,vol_ratio;ret_1m;ret_1w;amihud,0.696958,407
2025-05-01,mlp,2025-05-01,5,5,0.5,vol_ratio;ret_1m;ret_1w;amihud;vol_3m,0.673855,407
2025-05-01,mlp,2025-05-01,6,6,0.6,vol_ratio;ret_1m;ret_1w;amihud;vol_3m;ret_12m,0.566821,407
2025-05-01,mlp,2025-05-01,7,7,0.7,vol_ratio;ret_1m;ret_1w;amihud;vol_3m;ret_12m;log_mktcap,0.569724,407
2025-05-01,mlp,2025-05-01,8,8,0.8,vol_ratio;ret_1m;ret_1w;amihud;vol_3m;ret_12m;log_mktcap;ret_3m,0.544503,407
2025-05-01,mlp,2025-05-01,9,9,0.9,vol_ratio;ret_1m;ret_1w;amihud;vol_3m;ret_12m;log_mktcap;ret_3m;ret_6m,0.627857,407
2025-05-01,mlp,2025-05-01,10,10,1.0,vol_ratio;ret_1m;ret_1w;amihud;vol_3m;ret_12m;log_mktcap;ret_3m;ret_6m;vol_1m,0.5,407
2025-06-02,mlp,2025-06-02,0,0,0.0,,1.0,407
2025-06-02,mlp,2025-06-02,1,1,0.1,ret_1m,0.897559,407
2025-06-02,mlp,2025-06-02,2,2,0.2,ret_1m;vol_ratio,0.808229,407
2025-06-02,mlp,2025-06-02,3,3,0.3,ret_1m;vol_ratio;ret_12m,0.729896,407
2025-06-02,mlp,2025-06-02,4,4,0.4,ret_1m;vol_ratio;ret_12m;log_mktcap,0.657694,407
2025-06-02,mlp,2025-06-02,5,5,0.5,ret_1m;vol_ratio;ret_12m;log_mktcap;amihud,0.619917,407
2025-06-02,mlp,2025-06-02,6,6,0.6,ret_1m;vol_ratio;ret_12m;log_mktcap;amihud;ret_6m,0.584088,407
2025-06-02,mlp,2025-06-02,7,7,0.7,ret_1m;vol_ratio;ret_12m;log_mktcap;amihud;ret_6m;ret_3m,0.556593,407
2025-06-02,mlp,2025-06-02,8,8,0.8,ret_1m;vol_ratio;ret_12m;log_mktcap;amihud;ret_6m;ret_3m;ret_1w,0.560034,407
2025-06-02,mlp,2025-06-02,9,9,0.9,ret_1m;vol_ratio;ret_12m;log_mktcap;amihud;ret_6m;ret_3m;ret_1w;vol_3m,0.563812,407
2025-06-02,mlp,2025-06-02,10,10,1.0,ret_1m;vol_ratio;ret_12m;log_mktcap;amihud;ret_6m;ret_3m;ret_1w;vol_3m;vol_1m,0.498551,407
2025-07-01,mlp,2025-07-01,0,0,0.0,,1.0,407
2025-07-01,mlp,2025-07-01,1,1,0.1,ret_1w,0.879759,407
2025-07-01,mlp,2025-07-01,2,2,0.2,ret_1w;ret_12m,0.802273,407
2025-07-01,mlp,2025-07-01,3,3,0.3,ret_1w;ret_12m;ret_1m,0.724516,407
2025-07-01,mlp,2025-07-01,4,4,0.4,ret_1w;ret_12m;ret_1m;ret_6m,0.737619,407
2025-07-01,mlp,2025-07-01,5,5,0.5,ret_1w;ret_12m;ret_1m;ret_6m;amihud,0.692269,407
2025-07-01,mlp,2025-07-01,6,6,0.6,ret_1w;ret_12m;ret_1m;ret_6m;amihud;vol_ratio,0.69473,407
2025-07-01,mlp,2025-07-01,7,7,0.7,ret_1w;ret_12m;ret_1m;ret_6m;amihud;vol_ratio;ret_3m,0.704131,407
2025-07-01,mlp,2025-07-01,8,8,0.8,ret_1w;ret_12m;ret_1m;ret_6m;amihud;vol_ratio;ret_3m;log_mktcap,0.626824,407
2025-07-01,mlp,2025-07-01,9,9,0.9,ret_1w;ret_12m;ret_1m;ret_6m;amihud;vol_ratio;ret_3m;log_mktcap;vol_1m,0.645239,407
2025-07-01,mlp,2025-07-01,10,10,1.0,ret_1w;ret_12m;ret_1m;ret_6m;amihud;vol_ratio;ret_3m;log_mktcap;vol_1m;vol_3m,0.5,407
2025-08-01,mlp,2025-08-01,0,0,0.0,,1.0,407
2025-08-01,mlp,2025-08-01,1,1,0.1,ret_1m,0.870685,407
2025-08-01,mlp,2025-08-01,2,2,0.2,ret_1m;vol_ratio,0.754454,407
2025-08-01,mlp,2025-08-01,3,3,0.3,ret_1m;vol_ratio;amihud,0.676708,407
2025-08-01,mlp,2025-08-01,4,4,0.4,ret_1m;vol_ratio;amihud;ret_3m,0.655904,407
2025-08-01,mlp,2025-08-01,5,5,0.5,ret_1m;vol_ratio;amihud;ret_3m;ret_1w,0.651489,407
2025-08-01,mlp,2025-08-01,6,6,0.6,ret_1m;vol_ratio;amihud;ret_3m;ret_1w;ret_12m,0.583953,407
2025-08-01,mlp,2025-08-01,7,7,0.7,ret_1m;vol_ratio;amihud;ret_3m;ret_1w;ret_12m;log_mktcap,0.504263,407
2025-08-01,mlp,2025-08-01,8,8,0.8,ret_1m;vol_ratio;amihud;ret_3m;ret_1w;ret_12m;log_mktcap;vol_3m,0.432059,407
2025-08-01,mlp,2025-08-01,9,9,0.9,ret_1m;vol_ratio;amihud;ret_3m;ret_1w;ret_12m;log_mktcap;vol_3m;ret_6m,0.487348,407
2025-08-01,mlp,2025-08-01,10,10,1.0,ret_1m;vol_ratio;amihud;ret_3m;ret_1w;ret_12m;log_mktcap;vol_3m;ret_6m;vol_1m,0.5,407
2025-09-01,mlp,2025-09-01,0,0,0.0,,1.0,407
2025-09-01,mlp,2025-09-01,1,1,0.1,ret_12m,0.870046,407
2025-09-01,mlp,2025-09-01,2,2,0.2,ret_12m;ret_3m,0.803085,407
2025-09-01,mlp,2025-09-01,3,3,0.3,ret_12m;ret_3m;vol_3m,0.715901,407
2025-09-01,mlp,2025-09-01,4,4,0.4,ret_12m;ret_3m;vol_3m;ret_1m,0.651625,407
2025-09-01,mlp,2025-09-01,5,5,0.5,ret_12m;ret_3m;vol_3m;ret_1m;vol_ratio,0.616843,407
2025-09-01,mlp,2025-09-01,6,6,0.6,ret_12m;ret_3m;vol_3m;ret_1m;vol_ratio;log_mktcap,0.472301,407
2025-09-01,mlp,2025-09-01,7,7,0.7,ret_12m;ret_3m;vol_3m;ret_1m;vol_ratio;log_mktcap;ret_1w,0.494815,407
2025-09-01,mlp,2025-09-01,8,8,0.8,ret_12m;ret_3m;vol_3m;ret_1m;vol_ratio;log_mktcap;ret_1w;ret_6m,0.500504,407
2025-09-01,mlp,2025-09-01,9,9,0.9,ret_12m;ret_3m;vol_3m;ret_1m;vol_ratio;log_mktcap;ret_1w;ret_6m;amihud,0.479861,407
2025-09-01,mlp,2025-09-01,10,10,1.0,ret_12m;ret_3m;vol_3m;ret_1m;vol_ratio;log_mktcap;ret_1w;ret_6m;amihud;vol_1m,0.5,407
2025-10-01,mlp,2025-10-01,0,0,0.0,,1.0,407
2025-10-01,mlp,2025-10-01,1,1,0.1,ret_12m,0.87257,407
2025-10-01,mlp,2025-10-01,2,2,0.2,ret_12m;ret_1m,0.78737,407
2025-10-01,mlp,2025-10-01,3,3,0.3,ret_12m;ret_1m;ret_3m,0.714906,407
2025-10-01,mlp,2025-10-01,4,4,0.4,ret_12m;ret_1m;ret_3m;amihud,0.694247,407
2025-10-01,mlp,2025-10-01,5,5,0.5,ret_12m;ret_1m;ret_3m;amihud;ret_6m,0.608291,407
2025-10-01,mlp,2025-10-01,6,6,0.6,ret_12m;ret_1m;ret_3m;amihud;ret_6m;log_mktcap,0.545809,407
2025-10-01,mlp,2025-10-01,7,7,0.7,ret_12m;ret_1m;ret_3m;amihud;ret_6m;log_mktcap;ret_1w,0.501878,407
2025-10-01,mlp,2025-10-01,8,8,0.8,ret_12m;ret_1m;ret_3m;amihud;ret_6m;log_mktcap;ret_1w;vol_1m,0.536046,407
2025-10-01,mlp,2025-10-01,9,9,0.9,ret_12m;ret_1m;ret_3m;amihud;ret_6m;log_mktcap;ret_1w;vol_1m;vol_3m,0.492862,407
2025-10-01,mlp,2025-10-01,10,10,1.0,ret_12m;ret_1m;ret_3m;amihud;ret_6m;log_mktcap;ret_1w;vol_1m;vol_3m;vol_ratio,0.505449,407
2025-11-03,mlp,2025-11-03,0,0,0.0,,1.0,407
2025-11-03,mlp,2025-11-03,1,1,0.1,ret_1m,0.889349,407
2025-11-03,mlp,2025-11-03,2,2,0.2,ret_1m;amihud,0.795627,407
2025-11-03,mlp,2025-11-03,3,3,0.3,ret_1m;amihud;ret_1w,0.685068,407
2025-11-03,mlp,2025-11-03,4,4,0.4,ret_1m;amihud;ret_1w;vol_ratio,0.62297,407
2025-11-03,mlp,2025-11-03,5,5,0.5,ret_1m;amihud;ret_1w;vol_ratio;vol_3m,0.667941,407
2025-11-03,mlp,2025-11-03,6,6,0.6,ret_1m;amihud;ret_1w;vol_ratio;vol_3m;ret_12m,0.601852,407
2025-11-03,mlp,2025-11-03,7,7,0.7,ret_1m;amihud;ret_1w;vol_ratio;vol_3m;ret_12m;ret_6m,0.677229,407
2025-11-03,mlp,2025-11-03,8,8,0.8,ret_1m;amihud;ret_1w;vol_ratio;vol_3m;ret_12m;ret_6m;ret_3m,0.684595,407
2025-11-03,mlp,2025-11-03,9,9,0.9,ret_1m;amihud;ret_1w;vol_ratio;vol_3m;ret_12m;ret_6m;ret_3m;log_mktcap,0.527929,407
2025-11-03,mlp,2025-11-03,10,10,1.0,ret_1m;amihud;ret_1w;vol_ratio;vol_3m;ret_12m;ret_6m;ret_3m;log_mktcap;vol_1m,0.497388,407
2025-12-01,mlp,2025-12-01,0,0,0.0,,1.0,407
2025-12-01,mlp,2025-12-01,1,1,0.1,ret_1m,0.901275,407
2025-12-01,mlp,2025-12-01,2,2,0.2,ret_1m;ret_12m,0.793225,407
2025-12-01,mlp,2025-12-01,3,3,0.3,ret_1m;ret_12m;ret_6m,0.739103,407
2025-12-01,mlp,2025-12-01,4,4,0.4,ret_1m;ret_12m;ret_6m;log_mktcap,0.631772,407
2025-12-01,mlp,2025-12-01,5,5,0.5,ret_1m;ret_12m;ret_6m;log_mktcap;ret_1w,0.558403,407
2025-12-01,mlp,2025-12-01,6,6,0.6,ret_1m;ret_12m;ret_6m;log_mktcap;ret_1w;vol_ratio,0.563691,407
2025-12-01,mlp,2025-12-01,7,7,0.7,ret_1m;ret_12m;ret_6m;log_mktcap;ret_1w;vol_ratio;amihud,0.610043,407
2025-12-01,mlp,2025-12-01,8,8,0.8,ret_1m;ret_12m;ret_6m;log_mktcap;ret_1w;vol_ratio;amihud;vol_3m,0.520062,407
2025-12-01,mlp,2025-12-01,9,9,0.9,ret_1m;ret_12m;ret_6m;log_mktcap;ret_1w;vol_ratio;amihud;vol_3m;vol_1m,0.552547,407
2025-12-01,mlp,2025-12-01,10,10,1.0,ret_1m;ret_12m;ret_6m;log_mktcap;ret_1w;vol_ratio;amihud;vol_3m;vol_1m;ret_3m,0.501304,407
